Date,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,00:00
10/10/2017,47.965,47.06,47.06,47.965,48.87,49.775,47.965,47.965,56.11,60.635,76.02,76.925,38.915,0,0,0,0,0,0,0,0,0,0,0,0
11/10/2017,47.965,47.06,47.06,47.965,48.87,49.775,47.965,47.965,56.11,60.635,76.02,76.925,38.915,0,0,0,0,0,0,0,0,0,0,0,0
12/10/2017,47.965,47.06,47.06,47.965,48.87,49.775,47.965,47.965,56.11,60.635,76.02,76.925,38.915,0,0,0,0,0,0,0,0,0,0,0,0
13/10/2017,47.965,47.06,47.06,47.965,48.87,49.775,47.965,47.965,56.11,60.635,76.02,76.925,38.915,0,0,0,0,0,0,0,0,0,0,0,0
14/10/2017,47.06,47.06,47.965,47.06,48.87,47.965,50.68,47.06,55.205,67.875,79.64,76.02,83.26,79.64,76.925,77.83,85.07,91.405,66.97,56.11,54.3,55.205,51.585,50.68,46.155
15/10/2017,47.06,47.06,47.965,47.06,48.87,47.965,50.68,47.06,55.205,67.875,79.64,76.02,83.26,79.64,76.925,77.83,85.07,91.405,66.97,56.11,54.3,55.205,51.585,50.68,46.155
16/10/2017,47.06,47.06,47.965,47.06,48.87,47.965,50.68,47.06,55.205,67.875,79.64,76.02,83.26,79.64,76.925,77.83,85.07,91.405,66.97,56.11,54.3,55.205,51.585,50.68,46.155
17/10/2017,47.06,47.06,47.965,47.06,48.87,47.965,50.68,47.06,55.205,67.875,79.64,76.02,83.26,79.64,76.925,77.83,85.07,91.405,66.97,56.11,54.3,55.205,51.585,50.68,46.155
18/10/2017,46.155,47.965,47.06,46.155,47.965,46.155,47.06,45.25,52.49,71.495,82.355,76.925,79.64,81.45,81.45,82.355,82.355,73.305,71.495,62.445,47.965,50.68,51.585,52.49,47.06
19/10/2017,46.155,46.155,46.155,47.06,47.06,47.06,46.155,47.06,56.11,68.78,82.355,76.02,76.925,76.925,92.31,81.45,79.64,76.925,61.54,59.73,50.68,53.395,46.155,47.06,47.965
20/10/2017,47.965,47.06,47.06,47.06,47.965,48.87,49.775,48.87,56.11,68.78,73.305,80.545,77.83,77.83,76.02,82.355,76.925,72.4,57.92,58.825,53.395,52.49,47.965,46.155,46.155
21/10/2017,46.155,47.06,47.06,46.155,47.965,47.06,47.06,47.965,45.25,44.345,47.06,47.965,47.06,47.06,47.965,46.155,46.155,45.25,46.155,47.965,47.06,46.155,45.25,47.06,47.06
22/10/2017,46.155,46.155,45.25,46.155,47.06,47.06,46.155,47.06,47.06,44.345,47.06,43.44,39.82,38.915,38.01,37.105,38.01,36.2,38.915,38.915,38.01,38.01,39.82,43.44,42.535
23/10/2017,42.535,42.535,41.63,42.535,45.25,45.25,47.06,47.06,55.205,66.97,74.21,76.925,78.735,82.355,83.26,81.45,81.45,76.925,73.305,61.54,54.3,49.775,50.68,47.06,47.06
24/10/2017,45.25,46.155,47.06,47.06,47.06,47.965,47.965,47.965,57.92,69.685,76.02,79.64,76.925,85.975,87.785,82.355,83.26,81.45,66.97,58.825,51.585,54.3,55.205,52.49,51.585
25/10/2017,48.87,50.68,48.87,49.775,50.68,50.68,49.775,48.87,52.49,68.78,71.495,72.4,77.83,74.21,80.545,88.69,82.355,76.925,71.495,59.73,56.11,56.11,52.49,47.965,47.06
26/10/2017,46.155,47.965,47.06,48.87,48.87,47.06,47.965,48.87,57.92,67.875,71.495,75.115,77.83,73.305,77.83,76.02,79.64,75.115,63.35,57.92,49.775,50.68,49.775,50.68,50.68
27/10/2017,50.68,50.68,49.775,49.775,50.68,49.775,48.87,50.68,58.825,67.875,73.305,75.115,69.685,76.925,76.02,66.97,69.685,65.16,53.395,53.395,46.155,46.155,46.155,46.155,47.06
28/10/2017,46.155,47.06,47.06,46.155,45.25,43.44,39.82,41.63,38.01,41.63,37.105,38.01,38.01,38.01,45.25,46.155,45.25,47.965,46.155,47.06,46.155,45.25,47.06,46.155,46.155
29/10/2017,45.25,47.06,92.7625,93.6675,46.155,47.965,47.06,47.06,45.25,45.25,45.25,46.155,46.155,46.155,45.25,43.44,37.105,37.105,38.01,38.01,36.2,38.01,41.63,41.63,43.44
30/10/2017,42.535,40.725,41.63,42.535,43.44,38.01,41.63,39.82,49.775,53.395,67.875,74.21,75.115,73.305,76.925,72.4,66.065,67.875,57.015,44.345,40.725,40.725,39.82,42.535,45.25
31/10/2017,44.345,45.25,46.155,43.44,46.155,46.155,38.915,40.725,45.25,59.73,76.02,79.64,83.26,85.07,84.165,84.165,80.545,81.45,65.16,52.49,47.965,46.155,45.25,46.155,46.155
01/11/2017,45.25,45.25,44.345,46.155,46.155,46.155,46.155,45.25,57.92,69.685,79.64,76.925,80.545,76.02,76.02,79.64,78.735,75.115,63.35,51.585,49.775,47.965,48.87,49.775,47.965
02/11/2017,48.87,47.06,47.965,45.25,47.06,45.25,39.82,44.345,52.49,66.065,70.59,70.59,73.305,70.59,72.4,73.305,70.59,65.16,53.395,51.585,47.06,48.87,48.87,49.775,47.965
03/11/2017,48.87,48.87,50.68,48.87,50.68,49.775,48.87,49.775,57.92,65.16,76.02,76.925,76.925,78.735,82.355,75.115,77.83,73.305,61.54,61.54,52.49,47.965,47.965,47.965,47.06
04/11/2017,47.965,47.965,48.87,47.965,48.87,48.87,48.87,49.775,47.965,47.06,47.965,47.06,47.965,47.06,46.155,46.155,46.155,47.06,47.06,48.87,46.155,47.06,47.06,46.155,44.345
05/11/2017,43.44,44.345,45.25,44.345,45.25,43.44,43.44,41.63,38.915,38.01,40.725,39.82,39.82,38.915,39.82,39.82,41.63,47.06,43.44,42.535,48.87,47.965,47.965,47.965,43.44
06/11/2017,45.25,44.345,45.25,45.25,45.25,43.44,43.44,41.63,58.825,57.015,68.78,69.685,69.685,72.4,78.735,78.735,74.21,73.305,59.73,48.87,42.535,45.25,43.44,44.345,43.44
07/11/2017,42.535,44.345,43.44,43.44,46.155,38.915,39.82,46.155,54.3,67.875,76.925,73.305,75.115,78.735,84.165,82.355,78.735,78.735,69.685,60.635,51.585,49.775,44.345,44.345,45.25
08/11/2017,44.345,44.345,45.25,44.345,45.25,46.155,43.44,35.295,42.535,58.825,65.16,63.35,63.35,66.065,66.065,68.78,70.59,68.78,61.54,50.68,43.44,41.63,40.725,46.155,45.25
09/11/2017,46.155,46.155,46.155,47.06,47.965,46.155,41.63,40.725,49.775,59.73,72.4,66.97,68.78,71.495,76.02,79.64,80.545,80.545,68.78,60.635,54.3,47.06,46.155,46.155,46.155
10/11/2017,47.06,47.06,47.965,46.155,47.965,47.965,47.06,46.155,55.205,60.635,71.495,65.16,66.065,68.78,71.495,68.78,68.78,63.35,55.205,47.965,39.82,39.82,43.44,42.535,41.63
11/11/2017,40.725,42.535,41.63,40.725,43.44,37.105,37.105,38.01,37.105,43.44,47.965,49.775,52.49,54.3,47.965,47.965,47.965,48.87,48.87,47.965,47.06,47.965,48.87,47.965,46.155
12/11/2017,47.06,47.06,47.06,46.155,49.775,48.87,47.965,48.87,44.345,38.01,42.535,39.82,40.725,38.915,38.01,38.915,42.535,41.63,46.155,45.25,42.535,45.25,45.25,45.25,44.345
13/11/2017,46.155,44.345,44.345,44.345,46.155,45.25,45.25,43.44,50.68,54.3,62.445,67.875,66.97,70.59,72.4,67.875,64.255,63.35,50.68,47.06,40.725,41.63,42.535,40.725,43.44
14/11/2017,39.82,41.63,44.345,39.82,40.725,40.725,43.44,39.82,46.155,57.015,66.065,66.065,69.685,76.925,74.21,77.83,75.115,74.21,72.4,54.3,51.585,49.775,48.87,46.155,44.345
15/11/2017,46.155,47.06,46.155,45.25,47.965,47.06,47.06,47.965,52.49,68.78,78.735,78.735,84.165,85.975,84.165,88.69,84.165,77.83,71.495,60.635,56.11,55.205,50.68,50.68,51.585
16/11/2017,49.775,45.25,47.06,46.155,47.965,48.87,46.155,47.965,58.825,68.78,76.02,73.305,74.21,76.925,76.02,78.735,73.305,76.02,67.875,56.11,48.87,47.965,0,0,0
17/11/2017,49.775,45.25,47.06,46.155,47.965,48.87,46.155,47.965,58.825,68.78,76.02,73.305,74.21,76.925,76.02,78.735,73.305,76.02,67.875,56.11,48.87,47.965,0,0,0
18/11/2017,49.775,45.25,47.06,46.155,47.965,48.87,46.155,47.965,58.825,68.78,76.02,73.305,74.21,76.925,76.02,78.735,73.305,76.02,67.875,56.11,48.87,47.965,0,0,0
19/11/2017,49.775,45.25,47.06,46.155,47.965,48.87,46.155,47.965,58.825,68.78,76.02,73.305,74.21,76.925,76.02,78.735,73.305,76.02,67.875,56.11,48.87,47.965,0,0,0
20/11/2017,49.775,45.25,47.06,46.155,47.965,48.87,46.155,47.965,58.825,68.78,76.02,73.305,74.21,76.925,76.02,78.735,73.305,76.02,67.875,56.11,48.87,47.965,0,0,0
21/11/2017,49.775,45.25,47.06,46.155,47.965,48.87,46.155,47.965,58.825,68.78,76.02,73.305,74.21,76.925,76.02,78.735,73.305,76.02,67.875,56.11,48.87,47.965,0,0,0
22/11/2017,49.775,45.25,47.06,46.155,47.965,48.87,46.155,47.965,58.825,68.78,76.02,73.305,74.21,76.925,76.02,78.735,73.305,76.02,67.875,56.11,48.87,47.965,0,0,0
23/11/2017,49.775,45.25,47.06,46.155,47.965,48.87,46.155,47.965,58.825,68.78,76.02,73.305,74.21,76.925,76.02,78.735,73.305,76.02,67.875,56.11,48.87,47.965,0,0,0
24/11/2017,47.06,46.155,47.06,46.155,45.25,46.155,46.155,49.775,50.68,61.54,66.97,70.59,76.925,75.115,76.925,74.21,73.305,76.925,61.54,51.585,47.965,47.965,47.965,48.87,48.87
25/11/2017,47.06,45.25,45.25,46.155,45.25,46.155,44.345,43.44,51.585,57.92,72.4,70.59,70.59,77.83,72.4,77.83,72.4,75.115,58.825,50.68,45.25,45.25,46.155,45.25,45.25
26/11/2017,49.775,45.25,47.06,46.155,47.965,48.87,46.155,47.965,58.825,68.78,76.02,73.305,74.21,76.925,76.02,78.735,73.305,76.02,67.875,56.11,48.87,47.965,0,0,0
27/11/2017,49.775,45.25,47.06,46.155,47.965,48.87,46.155,47.965,58.825,68.78,76.02,73.305,74.21,76.925,76.02,78.735,73.305,76.02,67.875,56.11,48.87,47.965,0,0,0
28/11/2017,44.345,42.535,46.155,44.345,47.965,44.345,40.725,43.44,46.155,59.73,73.305,67.875,66.97,73.305,73.305,75.115,73.305,75.115,59.73,55.205,43.44,44.345,47.06,46.155,45.25
29/11/2017,47.06,46.155,47.06,46.155,45.25,46.155,46.155,49.775,50.68,61.54,66.97,70.59,76.925,75.115,76.925,74.21,73.305,76.925,61.54,51.585,47.965,47.965,47.965,48.87,48.87
30/11/2017,47.06,45.25,45.25,46.155,45.25,46.155,44.345,43.44,51.585,57.92,72.4,70.59,70.59,77.83,72.4,77.83,72.4,75.115,58.825,50.68,45.25,45.25,46.155,45.25,45.25
01/12/2017,46.155,45.25,45.25,45.25,47.965,39.82,41.63,40.725,45.25,61.54,64.255,66.065,69.685,70.59,66.97,67.875,62.445,60.635,47.06,41.63,39.82,44.345,43.44,46.155,44.345
02/12/2017,45.25,43.44,46.155,42.535,41.63,38.915,37.105,38.01,39.82,38.01,36.2,36.2,37.105,36.2,36.2,37.105,37.105,38.915,38.915,38.915,38.01,38.01,38.915,38.915,44.345
03/12/2017,44.345,46.155,45.25,45.25,46.155,41.63,40.725,40.725,39.82,39.82,38.915,39.82,39.82,38.915,39.82,38.915,39.82,40.725,39.82,40.725,40.725,41.63,46.155,44.345,44.345
04/12/2017,44.345,43.44,44.345,44.345,46.155,42.535,41.63,40.725,52.49,62.445,70.59,71.495,73.305,75.115,73.305,77.83,70.59,67.875,55.205,43.44,41.63,38.01,42.535,42.535,39.82
05/12/2017,43.44,44.345,42.535,42.535,44.345,37.105,38.01,40.725,46.155,57.92,69.685,66.97,68.78,72.4,70.59,73.305,72.4,70.59,59.73,53.395,42.535,43.44,45.25,46.155,42.535
06/12/2017,41.63,43.44,43.44,43.44,45.25,38.915,39.82,38.915,39.82,58.825,62.445,65.16,65.16,71.495,73.305,68.78,69.685,70.59,47.965,40.725,38.915,38.01,37.105,38.915,39.82
07/12/2017,39.82,43.44,42.535,47.06,47.06,45.25,47.965,46.155,53.395,64.255,74.21,78.735,76.925,76.02,72.4,76.02,74.21,70.59,64.255,54.3,52.49,49.775,50.68,56.11,55.205
08/12/2017,53.395,50.68,49.775,49.775,50.68,47.06,46.155,46.155,53.395,61.54,76.02,75.115,75.115,76.925,69.685,74.21,75.115,71.495,61.54,59.73,51.585,55.205,54.3,53.395,50.68
09/12/2017,51.585,49.775,51.585,49.775,48.87,47.965,45.25,47.06,50.68,46.155,46.155,42.535,43.44,44.345,44.345,47.06,44.345,45.25,46.155,44.345,48.87,50.68,48.87,49.775,48.87
10/12/2017,48.87,48.87,50.68,48.87,50.68,46.155,44.345,45.25,45.25,45.25,43.44,45.25,44.345,47.06,44.345,47.06,43.44,47.965,45.25,47.06,45.25,48.87,48.87,47.965,48.87
11/12/2017,49.775,49.775,48.87,49.775,48.87,46.155,45.25,46.155,51.585,58.825,73.305,69.685,71.495,70.59,72.4,69.685,64.255,63.35,49.775,41.63,46.155,47.965,46.155,47.965,46.155
12/12/2017,47.06,45.25,47.06,46.155,47.06,46.155,46.155,47.965,55.205,58.825,80.545,69.685,71.495,73.305,76.925,80.545,73.305,75.115,62.445,51.585,41.63,46.155,46.155,47.06,46.155
13/12/2017,45.25,45.25,46.155,46.155,47.965,41.63,42.535,44.345,51.585,62.445,75.115,75.115,76.925,75.115,75.115,76.925,76.02,76.925,55.205,42.535,40.725,43.44,42.535,43.44,44.345
14/12/2017,44.345,42.535,43.44,45.25,43.44,41.63,43.44,41.63,49.775,62.445,73.305,80.545,76.02,82.355,77.83,75.115,71.495,72.4,60.635,53.395,41.63,41.63,43.44,42.535,44.345
15/12/2017,45.25,42.535,47.965,44.345,44.345,43.44,40.725,42.535,48.87,61.54,73.305,75.115,71.495,73.305,73.305,71.495,70.59,66.97,54.3,48.87,40.725,45.25,41.63,45.25,45.25
16/12/2017,45.25,44.345,46.155,45.25,47.06,42.535,43.44,41.63,41.63,41.63,39.82,40.725,38.915,40.725,40.725,38.01,38.01,40.725,38.915,38.915,38.915,41.63,44.345,41.63,42.535
17/12/2017,43.44,42.535,43.44,43.44,44.345,39.82,43.44,39.82,39.82,38.915,38.915,37.105,38.01,37.105,38.01,37.105,39.82,38.915,38.01,38.915,38.01,42.535,38.915,38.01,42.535
18/12/2017,38.01,43.44,42.535,41.63,42.535,38.915,39.82,39.82,47.06,58.825,66.97,71.495,71.495,76.02,71.495,73.305,72.4,68.78,62.445,52.49,42.535,48.87,47.06,47.06,48.87
19/12/2017,46.155,47.06,45.25,47.06,47.06,44.345,41.63,44.345,49.775,65.16,68.78,68.78,66.065,70.59,68.78,70.59,67.875,67.875,57.92,45.25,38.915,39.82,39.82,39.82,43.44
20/12/2017,40.725,38.915,45.25,44.345,41.63,39.82,38.01,41.63,50.68,63.35,72.4,70.59,73.305,74.21,71.495,69.685,69.685,76.925,58.825,51.585,48.87,44.345,45.25,45.25,46.155
21/12/2017,45.25,45.25,45.25,45.25,47.06,46.155,47.06,47.06,48.87,62.445,76.02,76.925,73.305,74.21,73.305,70.59,73.305,66.065,57.015,51.585,45.25,44.345,44.345,43.44,44.345
22/12/2017,44.345,43.44,43.44,43.44,45.25,46.155,43.44,45.25,47.965,58.825,60.635,60.635,61.54,61.54,61.54,57.015,53.395,49.775,52.49,46.155,44.345,44.345,42.535,44.345,43.44
23/12/2017,42.535,42.535,42.535,41.63,45.25,42.535,43.44,44.345,44.345,42.535,45.25,44.345,45.25,42.535,43.44,42.535,42.535,44.345,43.44,44.345,44.345,42.535,44.345,42.535,42.535
24/12/2017,43.44,44.345,42.535,43.44,43.44,44.345,44.345,44.345,44.345,43.44,42.535,42.535,40.725,42.535,44.345,41.63,42.535,43.44,44.345,44.345,43.44,43.44,42.535,44.345,44.345
25/12/2017,42.535,42.535,41.63,42.535,43.44,44.345,44.345,43.44,43.44,42.535,41.63,42.535,42.535,44.345,41.63,42.535,45.25,45.25,45.25,44.345,44.345,43.44,44.345,43.44,42.535
26/12/2017,43.44,43.44,42.535,43.44,41.63,35.295,38.01,38.915,36.2,33.485,34.39,34.39,34.39,35.295,34.39,32.58,35.295,36.2,35.295,36.2,37.105,37.105,38.01,39.82,35.295
27/12/2017,37.105,37.105,38.915,40.725,42.535,39.82,38.915,41.63,41.63,43.44,43.44,41.63,34.39,36.2,40.725,33.485,36.2,39.82,36.2,38.915,35.295,39.82,40.725,38.915,41.63
28/12/2017,41.63,38.01,39.82,40.725,39.82,38.915,37.105,39.82,40.725,38.01,38.915,36.2,35.295,38.915,34.39,32.58,38.01,37.105,37.105,35.295,39.82,40.725,39.82,41.63,39.82
29/12/2017,38.915,39.82,40.725,39.82,41.63,35.295,37.105,37.105,38.01,35.295,37.105,35.295,38.915,35.295,34.39,38.01,32.58,36.2,38.01,36.2,37.105,39.82,38.01,40.725,39.82
30/12/2017,39.82,40.725,39.82,38.915,38.915,36.2,38.01,36.2,37.105,36.2,35.295,34.39,38.915,42.535,43.44,41.63,40.725,42.535,43.44,42.535,41.63,41.63,43.44,40.725,42.535
31/12/2017,42.535,42.535,41.63,43.44,43.44,42.535,43.44,42.535,43.44,40.725,41.63,41.63,40.725,41.63,42.535,40.725,41.63,41.63,42.535,44.345,41.63,40.725,40.725,40.725,42.535
01/01/2018,42.535,40.725,38.915,37.105,37.105,34.39,32.58,34.39,33.485,31.675,33.485,31.675,32.58,32.58,33.485,30.77,29.865,32.58,33.485,33.485,31.675,32.58,35.295,34.39,34.39
02/01/2018,36.2,34.39,37.105,34.39,33.485,31.675,32.58,34.39,36.2,55.205,59.73,58.825,61.54,63.35,64.255,62.445,63.35,60.635,47.06,43.44,38.01,43.44,44.345,43.44,44.345
03/01/2018,43.44,44.345,44.345,43.44,46.155,38.01,37.105,39.82,45.25,59.73,67.875,64.255,68.78,66.065,69.685,63.35,70.59,63.35,50.68,41.63,37.105,41.63,43.44,39.82,40.725
04/01/2018,42.535,38.915,40.725,38.915,39.82,37.105,38.01,38.01,43.44,61.54,71.495,73.305,69.685,68.78,70.59,72.4,67.875,66.97,60.635,50.68,43.44,44.345,43.44,43.44,43.44
05/01/2018,40.725,45.25,43.44,40.725,42.535,41.63,40.725,38.915,42.535,57.92,67.875,73.305,68.78,70.59,69.685,66.97,72.4,63.35,47.965,43.44,38.01,41.63,41.63,43.44,42.535
06/01/2018,42.535,42.535,42.535,41.63,44.345,41.63,41.63,42.535,38.915,39.82,37.105,36.2,38.915,36.2,36.2,36.2,36.2,38.01,38.01,40.725,40.725,40.725,41.63,40.725,40.725
07/01/2018,42.535,43.44,41.63,41.63,41.63,40.725,39.82,41.63,38.01,38.01,37.105,35.295,35.295,34.39,38.01,35.295,36.2,39.82,38.915,42.535,38.915,41.63,40.725,40.725,41.63
08/01/2018,43.44,42.535,41.63,41.63,42.535,42.535,38.915,38.01,46.155,57.015,72.4,78.735,70.59,76.925,74.21,69.685,76.02,69.685,52.49,54.3,42.535,44.345,46.155,45.25,45.25
09/01/2018,45.25,43.44,42.535,43.44,44.345,44.345,42.535,39.82,44.345,59.73,76.02,70.59,73.305,72.4,75.115,77.83,78.735,76.02,63.35,54.3,47.06,44.345,41.63,44.345,43.44
10/01/2018,43.44,39.82,44.345,40.725,40.725,39.82,39.82,38.915,46.155,61.54,74.21,67.875,70.59,75.115,73.305,73.305,72.4,75.115,60.635,53.395,47.06,43.44,47.06,42.535,42.535
11/01/2018,41.63,43.44,44.345,40.725,42.535,40.725,39.82,41.63,44.345,59.73,67.875,66.97,69.685,82.355,75.115,78.735,75.115,71.495,65.16,60.635,46.155,39.82,43.44,42.535,41.63
12/01/2018,42.535,43.44,38.915,40.725,43.44,38.915,38.915,38.915,44.345,56.11,71.495,71.495,72.4,71.495,76.925,75.115,71.495,73.305,56.11,49.775,38.01,38.01,39.82,39.82,41.63
13/01/2018,40.725,38.915,39.82,39.82,38.01,38.915,40.725,37.105,39.82,37.105,35.295,38.915,37.105,38.01,38.01,38.01,35.295,38.915,40.725,39.82,40.725,41.63,38.915,42.535,38.915
14/01/2018,42.535,41.63,42.535,42.535,37.105,37.105,37.105,39.82,37.105,37.105,37.105,34.39,37.105,36.2,35.295,36.2,36.2,37.105,38.915,38.01,38.01,43.44,42.535,39.82,44.345
15/01/2018,41.63,41.63,42.535,41.63,39.82,37.105,38.915,36.2,47.06,58.825,67.875,72.4,70.59,80.545,81.45,80.545,77.83,79.64,65.16,49.775,44.345,38.01,37.105,42.535,44.345
16/01/2018,44.345,43.44,43.44,44.345,39.82,39.82,42.535,39.82,47.965,61.54,72.4,72.4,76.925,82.355,86.88,83.26,76.925,76.925,62.445,55.205,48.87,44.345,43.44,48.87,44.345
17/01/2018,49.775,47.06,49.775,47.06,45.25,47.06,46.155,42.535,53.395,60.635,72.4,73.305,66.065,71.495,70.59,70.59,65.16,66.065,56.11,47.965,41.63,39.82,38.915,38.01,39.82
18/01/2018,39.82,38.915,38.915,39.82,38.915,38.915,41.63,39.82,48.87,58.825,70.59,76.02,72.4,72.4,72.4,76.02,76.02,76.02,66.065,54.3,44.345,41.63,41.63,42.535,44.345
19/01/2018,42.535,44.345,44.345,41.63,40.725,39.82,41.63,41.63,47.965,56.11,72.4,71.495,70.59,78.735,75.115,75.115,72.4,76.925,61.54,53.395,47.965,41.63,40.725,41.63,39.82
20/01/2018,39.82,38.01,43.44,41.63,39.82,39.82,39.82,40.725,38.915,38.915,42.535,41.63,38.01,42.535,38.915,40.725,39.82,40.725,40.725,39.82,38.915,38.915,40.725,38.915,39.82
21/01/2018,38.915,39.82,40.725,40.725,41.63,41.63,41.63,40.725,40.725,38.915,38.915,39.82,40.725,39.82,40.725,38.915,40.725,40.725,39.82,41.63,38.915,41.63,40.725,40.725,39.82
22/01/2018,39.82,39.82,40.725,39.82,41.63,40.725,39.82,42.535,48.87,59.73,67.875,72.4,72.4,76.02,82.355,76.925,76.02,76.02,62.445,54.3,45.25,47.965,43.44,44.345,47.06
23/01/2018,43.44,44.345,44.345,44.345,47.06,46.155,47.06,47.06,51.585,61.54,71.495,72.4,76.925,82.355,78.735,80.545,83.26,71.495,60.635,46.155,41.63,38.915,35.295,34.39,34.39
24/01/2018,34.39,33.485,35.295,34.39,36.2,37.105,36.2,37.105,43.44,57.92,66.97,66.97,68.78,66.97,66.065,69.685,68.78,66.065,58.825,52.49,38.915,35.295,35.295,35.295,38.01
25/01/2018,36.2,35.295,37.105,36.2,36.2,36.2,35.295,37.105,45.25,58.825,71.495,70.59,70.59,71.495,73.305,72.4,75.115,71.495,56.11,54.3,42.535,45.25,38.915,40.725,38.915
26/01/2018,33.485,33.485,35.295,35.295,34.39,34.39,35.295,32.58,41.63,57.015,66.97,64.255,66.065,66.065,62.445,68.78,65.16,67.875,50.68,50.68,39.82,39.82,37.105,35.295,35.295
27/01/2018,30.77,28.96,28.96,30.77,30.77,29.865,30.77,29.865,30.77,29.865,28.055,30.77,28.055,30.77,28.96,29.865,28.055,29.865,29.865,29.865,28.96,28.96,30.77,29.865,29.865
28/01/2018,28.96,28.96,28.055,28.96,28.96,29.865,29.865,29.865,30.77,30.77,29.865,31.675,30.77,29.865,31.675,29.865,31.675,32.58,30.77,29.865,28.055,28.96,30.77,32.58,29.865
29/01/2018,29.865,29.865,27.15,28.96,30.77,28.96,32.58,32.58,38.01,51.585,63.35,64.255,62.445,67.875,66.065,63.35,65.16,65.16,49.775,37.105,29.865,31.675,32.58,30.77,30.77
30/01/2018,30.77,31.675,30.77,30.77,31.675,30.77,33.485,32.58,40.725,49.775,67.875,58.825,57.015,58.825,65.16,66.065,64.255,61.54,58.825,38.01,31.675,30.77,32.58,32.58,35.295
31/01/2018,30.77,31.675,30.77,32.58,31.675,32.58,34.39,34.39,40.725,49.775,63.35,58.825,66.97,66.065,62.445,61.54,57.92,55.205,50.68,39.82,35.295,37.105,38.01,35.295,31.675
01/02/2018,30.77,31.675,30.77,30.77,31.675,30.77,29.865,31.675,39.82,48.87,61.54,60.635,60.635,68.78,65.16,65.16,61.54,60.635,47.06,48.87,31.675,32.58,31.675,30.77,31.675
02/02/2018,31.675,29.865,31.675,29.865,31.675,30.77,28.96,30.77,41.63,47.965,61.54,61.54,58.825,61.54,61.54,62.445,58.825,59.73,46.155,40.725,37.105,34.39,32.58,32.58,29.865
03/02/2018,28.96,28.055,28.96,28.96,28.96,29.865,28.055,29.865,28.055,28.96,29.865,32.58,32.58,30.77,30.77,31.675,29.865,28.96,28.055,28.96,29.865,31.675,28.96,30.77,30.77
04/02/2018,28.96,29.865,28.96,28.96,28.96,30.77,30.77,29.865,28.96,29.865,28.96,30.77,29.865,29.865,28.055,28.055,28.96,27.15,28.96,29.865,28.055,28.96,28.96,28.96,30.77
05/02/2018,28.055,29.865,28.055,29.865,29.865,28.96,28.96,31.675,36.2,47.06,55.205,58.825,57.92,60.635,61.54,59.73,56.11,57.92,53.395,45.25,32.58,29.865,29.865,28.96,29.865
06/02/2018,30.77,28.96,29.865,30.77,30.77,29.865,29.865,28.96,36.2,47.965,66.065,58.825,57.015,61.54,57.92,60.635,60.635,59.73,54.3,47.06,32.58,30.77,29.865,29.865,30.77
07/02/2018,29.865,31.675,28.96,29.865,30.77,29.865,29.865,29.865,34.39,45.25,60.635,56.11,58.825,62.445,60.635,61.54,57.92,58.825,48.87,38.01,33.485,28.055,28.96,28.055,29.865
08/02/2018,29.865,29.865,28.96,29.865,29.865,28.96,28.055,30.77,38.01,48.87,60.635,66.065,63.35,69.685,67.875,63.35,64.255,59.73,48.87,41.63,34.39,33.485,30.77,29.865,30.77
09/02/2018,28.96,27.15,28.055,28.96,28.055,29.865,29.865,29.865,36.2,47.965,57.015,55.205,57.015,59.73,57.015,60.635,58.825,57.015,50.68,38.915,34.39,32.58,28.96,29.865,29.865
10/02/2018,29.865,30.77,29.865,30.77,28.96,28.96,29.865,29.865,28.055,27.15,27.15,28.055,28.96,28.055,27.15,26.245,28.96,27.15,29.865,28.055,28.055,28.055,28.055,28.055,28.055
11/02/2018,28.055,28.96,28.96,29.865,28.96,30.77,29.865,29.865,27.15,28.055,28.96,28.96,28.055,29.865,29.865,28.055,28.055,28.055,29.865,28.96,30.77,29.865,29.865,28.96,29.865
12/02/2018,29.865,31.675,30.77,29.865,30.77,30.77,30.77,31.675,33.485,47.06,57.92,62.445,61.54,60.635,60.635,57.015,57.015,57.015,48.87,41.63,33.485,33.485,33.485,33.485,32.58
13/02/2018,32.58,33.485,32.58,34.39,33.485,32.58,34.39,34.39,39.82,49.775,59.73,57.92,55.205,59.73,57.92,61.54,58.825,57.015,53.395,47.06,38.01,34.39,30.77,30.77,31.675
14/02/2018,29.865,30.77,30.77,31.675,32.58,31.675,29.865,29.865,36.2,49.775,57.92,65.16,59.73,62.445,64.255,63.35,63.35,63.35,47.06,39.82,32.58,31.675,29.865,28.96,28.96
15/02/2018,28.96,30.77,28.96,30.77,31.675,31.675,29.865,30.77,37.105,50.68,59.73,65.16,62.445,67.875,66.065,64.255,64.255,62.445,52.49,45.25,35.295,32.58,32.58,32.58,34.39
16/02/2018,30.77,29.865,29.865,30.77,29.865,31.675,30.77,32.58,31.675,52.49,60.635,62.445,59.73,63.35,66.065,57.92,59.73,56.11,42.535,41.63,32.58,32.58,31.675,31.675,28.055
17/02/2018,28.96,28.96,28.96,28.055,28.055,28.055,28.96,29.865,28.055,28.055,30.77,31.675,32.58,29.865,32.58,28.96,28.96,28.96,28.96,32.58,32.58,30.77,28.055,29.865,26.245
