Date,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,00:00
02/06/2017,48.87,48.87,47.965,47.06,47.06,47.965,46.155,45.25,48.87,57.015,64.255,70.59,70.59,67.875,66.97,73.305,74.21,66.97,64.255,51.585,47.965,47.965,47.06,47.06,47.965
03/06/2017,47.06,46.155,47.06,46.155,46.155,45.25,44.345,43.44,39.82,39.82,39.82,39.82,42.535,40.725,41.63,39.82,44.345,43.44,43.44,43.44,39.82,40.725,44.345,44.345,44.345
04/06/2017,44.345,44.345,43.44,44.345,45.25,42.535,42.535,42.535,38.915,40.725,39.82,43.44,41.63,44.345,41.63,43.44,41.63,40.725,38.01,42.535,41.63,39.82,39.82,43.44,44.345
05/06/2017,43.44,44.345,44.345,43.44,44.345,42.535,41.63,43.44,47.06,58.825,68.78,66.97,63.35,67.875,77.83,67.875,66.97,61.54,57.015,47.965,45.25,43.44,45.25,46.155,46.155
06/06/2017,46.155,45.25,46.155,46.155,46.155,45.25,45.25,44.345,48.87,61.54,80.545,78.735,76.925,71.495,75.115,74.21,75.115,76.02,55.205,47.965,44.345,42.535,44.345,44.345,43.44
07/06/2017,44.345,44.345,45.25,46.155,45.25,43.44,43.44,45.25,47.06,58.825,66.065,63.35,68.78,65.16,61.54,62.445,63.35,58.825,49.775,38.915,38.01,41.63,42.535,44.345,45.25
08/06/2017,43.44,45.25,43.44,43.44,43.44,42.535,41.63,42.535,43.44,61.54,70.59,75.115,76.925,77.83,78.735,76.02,68.78,70.59,61.54,53.395,47.06,44.345,46.155,46.155,47.06
09/06/2017,46.155,47.06,46.155,46.155,45.25,44.345,44.345,44.345,47.965,61.54,66.97,68.78,63.35,68.78,71.495,66.065,66.065,65.16,55.205,46.155,43.44,42.535,43.44,43.44,43.44
10/06/2017,42.535,45.25,44.345,46.155,45.25,42.535,43.44,44.345,42.535,40.725,43.44,40.725,43.44,41.63,40.725,42.535,42.535,44.345,45.25,43.44,40.725,38.01,45.25,45.25,45.25
11/06/2017,45.25,42.535,42.535,46.155,45.25,44.345,41.63,40.725,39.82,38.915,39.82,39.82,44.345,41.63,42.535,42.535,41.63,39.82,47.965,43.44,43.44,45.25,45.25,43.44,42.535
12/06/2017,45.25,45.25,42.535,44.345,44.345,44.345,42.535,44.345,45.25,58.825,64.255,69.685,68.78,66.065,73.305,72.4,66.97,68.78,59.73,51.585,42.535,46.155,43.44,38.915,40.725
13/06/2017,41.63,42.535,41.63,42.535,42.535,40.725,40.725,40.725,43.44,57.015,65.16,68.78,67.875,70.59,67.875,71.495,71.495,69.685,63.35,47.965,43.44,45.25,47.965,42.535,45.25
14/06/2017,40.725,40.725,41.63,43.44,43.44,44.345,42.535,40.725,41.63,57.015,66.97,68.78,66.065,67.875,71.495,71.495,68.78,66.97,60.635,48.87,44.345,44.345,42.535,46.155,45.25
15/06/2017,41.63,46.155,46.155,43.44,42.535,38.915,42.535,44.345,46.155,60.635,64.255,64.255,71.495,64.255,73.305,69.685,72.4,66.065,56.11,46.155,39.82,43.44,46.155,42.535,43.44
16/06/2017,43.44,39.82,38.915,45.25,43.44,42.535,43.44,38.915,42.535,55.205,66.065,66.065,66.97,67.875,73.305,64.255,66.065,63.35,56.11,49.775,40.725,39.82,41.63,40.725,43.44
17/06/2017,45.25,40.725,40.725,47.06,40.725,43.44,38.915,41.63,39.82,39.82,41.63,40.725,40.725,41.63,41.63,41.63,42.535,42.535,42.535,42.535,41.63,41.63,43.44,42.535,42.535
18/06/2017,42.535,43.44,42.535,41.63,43.44,39.82,38.915,40.725,41.63,41.63,41.63,38.915,41.63,40.725,40.725,40.725,40.725,41.63,39.82,39.82,39.82,39.82,41.63,41.63,44.345
19/06/2017,40.725,40.725,42.535,47.965,40.725,43.44,43.44,38.915,40.725,52.49,64.255,59.73,70.59,64.255,74.21,81.45,76.02,73.305,61.54,47.06,45.25,44.345,47.06,46.155,46.155
20/06/2017,47.06,47.06,45.25,45.25,42.535,41.63,40.725,46.155,45.25,59.73,67.875,75.115,73.305,72.4,76.02,80.545,85.07,84.165,62.445,50.68,48.87,47.06,51.585,51.585,48.87
21/06/2017,47.06,47.965,46.155,47.06,47.06,47.06,47.965,47.06,46.155,57.92,60.635,67.875,77.83,68.78,80.545,85.07,85.975,76.925,57.015,47.965,43.44,42.535,47.06,45.25,47.06
22/06/2017,43.44,47.06,44.345,43.44,43.44,47.06,44.345,43.44,45.25,61.54,72.4,76.925,74.21,77.83,76.02,76.02,71.495,67.875,56.11,44.345,41.63,40.725,43.44,43.44,41.63
23/06/2017,45.25,45.25,43.44,44.345,43.44,43.44,42.535,42.535,43.44,53.395,62.445,68.78,65.16,68.78,67.875,68.78,67.875,64.255,53.395,49.775,39.82,41.63,39.82,42.535,41.63
24/06/2017,41.63,43.44,42.535,41.63,41.63,39.82,39.82,40.725,40.725,39.82,39.82,41.63,42.535,40.725,41.63,40.725,40.725,41.63,40.725,41.63,39.82,39.82,40.725,41.63,40.725
25/06/2017,41.63,40.725,39.82,39.82,43.44,38.915,42.535,40.725,39.82,38.915,38.915,41.63,42.535,38.915,38.915,38.915,41.63,42.535,38.915,39.82,41.63,37.105,40.725,40.725,45.25
26/06/2017,39.82,41.63,43.44,44.345,45.25,43.44,42.535,39.82,42.535,56.11,61.54,63.35,66.065,66.065,68.78,69.685,72.4,59.73,55.205,43.44,40.725,39.82,41.63,41.63,42.535
27/06/2017,41.63,39.82,42.535,40.725,39.82,40.725,38.915,39.82,45.25,57.92,62.445,62.445,67.875,64.255,60.635,70.59,71.495,72.4,60.635,49.775,44.345,41.63,41.63,39.82,38.915
28/06/2017,41.63,39.82,42.535,40.725,39.82,40.725,38.915,39.82,45.25,57.92,62.445,62.445,67.875,64.255,60.635,70.59,71.495,72.4,60.635,49.775,44.345,41.63,41.63,39.82,38.915
29/06/2017,48.87,44.345,43.44,44.345,43.44,42.535,41.63,41.63,49.775,59.73,71.495,69.685,70.59,69.685,75.115,76.02,71.495,65.16,57.015,48.87,44.345,40.725,39.82,39.82,44.345
30/06/2017,41.63,40.725,41.63,39.82,45.25,38.915,39.82,38.915,41.63,57.015,66.065,68.78,63.35,66.065,66.97,66.97,67.875,66.97,57.015,47.06,38.915,38.01,39.82,40.725,40.725
01/07/2017,39.82,44.345,41.63,39.82,40.725,38.915,38.01,42.535,38.915,38.915,41.63,38.915,38.915,40.725,40.725,39.82,40.725,41.63,39.82,39.82,39.82,38.915,40.725,38.915,40.725
02/07/2017,41.63,39.82,38.915,38.915,40.725,40.725,38.01,38.915,38.01,38.01,38.915,38.915,40.725,38.01,38.915,39.82,39.82,39.82,38.915,38.915,38.915,38.01,41.63,38.01,40.725
03/07/2017,44.345,38.01,38.915,44.345,41.63,38.915,36.2,39.82,39.82,58.825,63.35,67.875,66.065,63.35,68.78,70.59,73.305,66.97,57.92,47.965,41.63,41.63,42.535,43.44,44.345
04/07/2017,46.155,43.44,42.535,43.44,46.155,46.155,42.535,40.725,49.775,64.255,71.495,67.875,70.59,72.4,70.59,75.115,72.4,67.875,62.445,48.87,44.345,43.44,45.25,44.345,44.345
05/07/2017,42.535,46.155,46.155,44.345,45.25,41.63,43.44,47.965,44.345,55.205,74.21,72.4,73.305,72.4,68.78,71.495,70.59,66.065,57.92,48.87,47.06,44.345,45.25,46.155,44.345
06/07/2017,44.345,44.345,45.25,44.345,44.345,40.725,40.725,41.63,47.06,59.73,65.16,66.97,66.97,65.16,74.21,76.02,76.02,74.21,58.825,46.155,41.63,42.535,44.345,44.345,43.44
07/07/2017,41.63,41.63,41.63,42.535,40.725,39.82,38.01,38.915,44.345,64.255,69.685,66.97,70.59,69.685,68.78,66.065,68.78,64.255,54.3,42.535,42.535,41.63,42.535,43.44,42.535
08/07/2017,42.535,43.44,41.63,42.535,43.44,41.63,39.82,41.63,43.44,41.63,40.725,41.63,41.63,39.82,40.725,40.725,39.82,39.82,39.82,39.82,38.915,38.915,39.82,38.915,38.915
09/07/2017,38.915,39.82,38.915,39.82,38.915,38.915,36.2,38.01,38.01,38.01,41.63,38.915,39.82,38.915,38.915,39.82,38.915,38.915,38.915,37.105,38.01,38.01,39.82,39.82,40.725
10/07/2017,39.82,38.915,38.915,38.915,38.01,43.44,36.2,42.535,41.63,58.825,61.54,66.97,69.685,72.4,68.78,78.735,81.45,78.735,66.97,53.395,45.25,41.63,43.44,44.345,43.44
11/07/2017,42.535,42.535,42.535,41.63,43.44,41.63,39.82,44.345,47.06,62.445,72.4,66.97,71.495,72.4,75.115,74.21,70.59,70.59,61.54,48.87,52.49,40.725,46.155,47.06,42.535
12/07/2017,47.06,47.965,47.965,48.87,46.155,47.965,46.155,49.775,47.965,59.73,68.78,69.685,75.115,70.59,74.21,78.735,75.115,71.495,59.73,51.585,47.06,43.44,46.155,45.25,46.155
13/07/2017,44.345,44.345,46.155,45.25,44.345,43.44,44.345,43.44,47.06,64.255,74.21,72.4,76.925,72.4,77.83,75.115,73.305,69.685,63.35,47.965,44.345,47.965,48.87,45.25,49.775
14/07/2017,46.155,47.06,47.06,46.155,46.155,47.965,45.25,47.06,53.395,68.78,69.685,71.495,74.21,70.59,74.21,68.78,69.685,67.875,57.015,54.3,41.63,41.63,45.25,47.965,41.63
15/07/2017,45.25,47.06,46.155,47.06,46.155,46.155,45.25,39.82,39.82,39.82,41.63,40.725,41.63,42.535,43.44,40.725,41.63,42.535,42.535,40.725,38.01,38.915,40.725,39.82,39.82
16/07/2017,41.63,39.82,40.725,38.01,39.82,39.82,38.01,39.82,38.915,39.82,38.915,39.82,38.915,38.915,39.82,38.01,38.915,38.01,38.915,37.105,37.105,38.01,38.01,38.01,42.535
17/07/2017,40.725,40.725,39.82,40.725,40.725,40.725,39.82,39.82,38.01,53.395,59.73,59.73,58.825,60.635,66.065,67.875,71.495,64.255,59.73,46.155,38.01,36.2,38.915,38.01,38.915
18/07/2017,39.82,41.63,39.82,43.44,39.82,39.82,39.82,42.535,45.25,55.205,64.255,64.255,66.065,66.065,69.685,74.21,72.4,68.78,57.92,49.775,42.535,38.915,40.725,42.535,39.82
19/07/2017,42.535,40.725,45.25,44.345,42.535,38.915,39.82,43.44,41.63,56.11,66.065,73.305,73.305,68.78,70.59,73.305,76.02,73.305,64.255,51.585,47.965,47.06,46.155,44.345,45.25
20/07/2017,43.44,44.345,43.44,43.44,42.535,43.44,42.535,45.25,45.25,61.54,67.875,74.21,72.4,71.495,72.4,78.735,82.355,80.545,66.065,57.92,53.395,47.965,41.63,42.535,41.63
21/07/2017,39.82,43.44,40.725,43.44,44.345,44.345,43.44,40.725,41.63,57.92,69.685,73.305,73.305,68.78,66.065,63.35,69.685,69.685,52.49,50.68,49.775,43.44,43.44,42.535,41.63
22/07/2017,42.535,43.44,46.155,44.345,44.345,46.155,39.82,43.44,43.44,44.345,45.25,48.87,46.155,41.63,44.345,43.44,43.44,45.25,47.06,48.87,45.25,45.25,44.345,44.345,46.155
23/07/2017,44.345,41.63,45.25,46.155,44.345,44.345,43.44,43.44,43.44,39.82,40.725,43.44,45.25,45.25,39.82,43.44,46.155,44.345,42.535,40.725,39.82,39.82,39.82,39.82,39.82
24/07/2017,39.82,39.82,43.44,42.535,39.82,42.535,37.105,41.63,47.06,60.635,66.97,67.875,67.875,69.685,70.59,71.495,72.4,71.495,62.445,51.585,47.06,45.25,48.87,45.25,47.06
25/07/2017,43.44,47.06,48.87,44.345,46.155,46.155,43.44,45.25,45.25,62.445,69.685,71.495,68.78,76.02,73.305,76.925,74.21,70.59,57.92,50.68,47.06,52.49,49.775,47.965,46.155
26/07/2017,47.965,47.06,47.06,47.965,43.44,47.965,43.44,45.25,46.155,64.255,75.115,69.685,74.21,69.685,75.115,75.115,67.875,71.495,59.73,51.585,53.395,48.87,46.155,46.155,45.25
27/07/2017,45.25,41.63,45.25,44.345,44.345,43.44,41.63,39.82,37.105,55.205,72.4,68.78,70.59,69.685,68.78,75.115,73.305,72.4,62.445,53.395,46.155,49.775,47.965,45.25,44.345
28/07/2017,47.965,47.06,44.345,44.345,47.965,43.44,45.25,41.63,40.725,58.825,61.54,61.54,61.54,66.065,66.065,65.16,62.445,66.97,60.635,52.49,47.06,44.345,49.775,47.06,41.63
29/07/2017,47.06,45.25,46.155,42.535,45.25,41.63,43.44,39.82,43.44,41.63,40.725,40.725,42.535,44.345,42.535,47.06,47.06,47.965,44.345,41.63,46.155,44.345,41.63,43.44,45.25
30/07/2017,43.44,45.25,44.345,45.25,47.06,45.25,45.25,44.345,42.535,39.82,40.725,44.345,46.155,47.06,42.535,43.44,43.44,45.25,44.345,41.63,45.25,44.345,44.345,45.25,46.155
31/07/2017,46.155,45.25,46.155,46.155,45.25,45.25,44.345,41.63,42.535,56.11,62.445,61.54,64.255,63.35,65.16,64.255,66.065,66.065,59.73,48.87,46.155,46.155,45.25,49.775,46.155
01/08/2017,47.06,50.68,45.25,47.965,47.06,46.155,45.25,42.535,49.775,61.54,66.97,59.73,63.35,65.16,66.065,66.97,72.4,62.445,57.92,51.585,48.87,44.345,42.535,47.06,45.25
02/08/2017,43.44,42.535,47.06,47.965,44.345,46.155,45.25,46.155,50.68,63.35,66.065,63.35,74.21,70.59,70.59,71.495,71.495,72.4,66.97,60.635,47.06,49.775,46.155,47.965,49.775
03/08/2017,47.965,46.155,48.87,47.06,47.06,46.155,44.345,42.535,45.25,57.92,64.255,62.445,65.16,70.59,67.875,65.16,69.685,70.59,56.11,52.49,49.775,46.155,47.06,47.06,47.06
04/08/2017,43.44,47.06,47.06,45.25,46.155,44.345,42.535,39.82,45.25,54.3,57.015,62.445,61.54,62.445,66.97,65.16,65.16,59.73,58.825,47.06,49.775,45.25,43.44,47.965,46.155
05/08/2017,47.06,41.63,47.965,47.06,44.345,47.965,45.25,42.535,47.06,41.63,43.44,47.06,44.345,46.155,49.775,44.345,52.49,45.25,45.25,46.155,40.725,45.25,47.06,47.965,45.25
06/08/2017,47.965,46.155,47.965,47.06,47.06,46.155,47.06,46.155,46.155,45.25,44.345,40.725,43.44,43.44,42.535,43.44,42.535,43.44,47.06,42.535,42.535,42.535,47.06,48.87,43.44
07/08/2017,46.155,47.965,47.965,44.345,42.535,47.06,39.82,38.915,42.535,53.395,58.825,64.255,58.825,62.445,66.065,67.875,66.97,65.16,50.68,42.535,41.63,40.725,41.63,41.63,42.535
08/08/2017,42.535,42.535,41.63,41.63,41.63,41.63,45.25,37.105,47.965,58.825,62.445,64.255,66.065,63.35,61.54,66.065,63.35,63.35,55.205,49.775,42.535,45.25,40.725,41.63,47.965
09/08/2017,42.535,42.535,41.63,41.63,41.63,41.63,45.25,37.105,47.965,58.825,62.445,64.255,66.065,63.35,61.54,66.065,63.35,63.35,55.205,49.775,42.535,45.25,40.725,41.63,47.965
10/08/2017,47.06,45.25,45.25,46.155,47.06,47.06,44.345,39.82,38.915,55.205,62.445,61.54,63.35,63.35,65.16,60.635,61.54,61.54,59.73,52.49,43.44,47.965,40.725,48.87,46.155
11/08/2017,41.63,46.155,47.06,47.06,47.06,46.155,45.25,44.345,42.535,56.11,60.635,61.54,58.825,64.255,65.16,68.78,66.97,63.35,57.92,52.49,52.49,45.25,42.535,47.965,46.155
12/08/2017,44.345,42.535,43.44,48.87,42.535,45.25,45.25,41.63,42.535,41.63,42.535,46.155,42.535,40.725,44.345,45.25,45.25,43.44,42.535,41.63,41.63,42.535,41.63,45.25,47.965
13/08/2017,47.965,43.44,47.965,47.06,46.155,46.155,45.25,46.155,44.345,41.63,40.725,42.535,44.345,41.63,41.63,41.63,42.535,45.25,41.63,45.25,41.63,41.63,42.535,45.25,46.155
14/08/2017,44.345,42.535,46.155,46.155,46.155,46.155,46.155,42.535,51.585,59.73,66.065,69.685,70.59,69.685,73.305,75.115,75.115,71.495,60.635,49.775,45.25,47.06,39.82,44.345,42.535
15/08/2017,44.345,41.63,45.25,42.535,43.44,40.725,42.535,41.63,50.68,54.3,62.445,65.16,75.115,76.02,74.21,79.64,76.925,74.21,66.065,54.3,52.49,50.68,51.585,48.87,51.585
16/08/2017,50.68,45.25,49.775,48.87,49.775,49.775,48.87,43.44,57.92,63.35,72.4,68.78,70.59,70.59,73.305,73.305,71.495,69.685,67.875,57.015,48.87,48.87,44.345,48.87,50.68
17/08/2017,47.06,46.155,45.25,47.06,47.965,49.775,48.87,46.155,49.775,62.445,72.4,82.355,79.64,76.925,76.925,79.64,81.45,77.83,62.445,52.49,45.25,45.25,45.25,45.25,44.345
18/08/2017,47.965,46.155,48.87,49.775,46.155,42.535,44.345,44.345,50.68,55.205,68.78,80.545,75.115,72.4,74.21,73.305,73.305,68.78,58.825,58.825,57.015,55.205,44.345,45.25,39.82
19/08/2017,43.44,41.63,44.345,45.25,44.345,44.345,43.44,42.535,42.535,38.915,41.63,40.725,38.915,38.915,41.63,43.44,40.725,42.535,41.63,42.535,39.82,44.345,44.345,44.345,43.44
20/08/2017,43.44,43.44,44.345,44.345,44.345,45.25,43.44,43.44,42.535,38.915,38.915,41.63,44.345,42.535,39.82,38.915,42.535,45.25,44.345,42.535,42.535,44.345,44.345,44.345,44.345
21/08/2017,44.345,44.345,44.345,44.345,43.44,42.535,44.345,42.535,47.06,61.54,63.35,73.305,67.875,66.97,72.4,71.495,72.4,69.685,58.825,57.92,46.155,49.775,50.68,48.87,47.06
22/08/2017,50.68,46.155,47.965,50.68,45.25,49.775,48.87,45.25,53.395,63.35,74.21,80.545,76.925,80.545,82.355,80.545,79.64,75.115,66.065,66.065,55.205,50.68,45.25,48.87,45.25
23/08/2017,48.87,44.345,45.25,47.965,45.25,47.965,46.155,45.25,47.965,61.54,71.495,83.26,80.545,79.64,79.64,83.26,84.165,76.02,67.875,63.35,54.3,57.015,51.585,54.3,53.395
24/08/2017,53.395,50.68,46.155,40.725,42.535,43.44,39.82,43.44,46.155,59.73,63.35,65.16,63.35,66.97,65.16,66.97,68.78,67.875,64.255,60.635,50.68,48.87,47.06,45.25,44.345
25/08/2017,46.155,45.25,44.345,45.25,45.25,43.44,46.155,41.63,47.06,53.395,62.445,68.78,73.305,73.305,72.4,72.4,70.59,72.4,60.635,59.73,52.49,53.395,52.49,55.205,54.3
26/08/2017,52.49,48.87,45.25,47.06,46.155,42.535,46.155,45.25,40.725,40.725,44.345,50.68,45.25,48.87,42.535,42.535,43.44,42.535,42.535,41.63,43.44,43.44,48.87,47.965,46.155
27/08/2017,46.155,42.535,46.155,44.345,47.06,41.63,46.155,40.725,45.25,42.535,41.63,42.535,43.44,42.535,42.535,40.725,43.44,40.725,45.25,40.725,44.345,46.155,41.63,46.155,39.82
28/08/2017,44.345,42.535,45.25,40.725,45.25,42.535,45.25,43.44,43.44,39.82,39.82,44.345,47.06,46.155,41.63,42.535,44.345,41.63,42.535,41.63,40.725,42.535,47.965,40.725,47.06
29/08/2017,45.25,43.44,45.25,40.725,44.345,46.155,46.155,41.63,49.775,57.015,66.97,70.59,71.495,75.115,75.115,76.02,77.83,72.4,66.97,51.585,41.63,46.155,45.25,44.345,45.25
30/08/2017,44.345,48.87,48.87,44.345,47.06,44.345,45.25,42.535,53.395,61.54,71.495,65.16,72.4,69.685,74.21,77.83,76.925,74.21,68.78,57.015,53.395,53.395,49.775,48.87,49.775
31/08/2017,47.965,47.965,47.965,48.87,47.965,48.87,47.06,45.25,47.965,65.16,75.115,71.495,71.495,73.305,67.875,73.305,68.78,68.78,59.73,57.92,55.205,52.49,53.395,48.87,49.775
01/09/2017,47.965,49.775,47.965,47.965,47.965,48.87,47.06,45.25,49.775,61.54,62.445,69.685,69.685,73.305,77.83,77.83,77.83,73.305,72.4,62.445,59.73,58.825,54.3,56.11,59.73
02/09/2017,55.205,51.585,49.775,45.25,49.775,49.775,46.155,48.87,48.87,47.965,41.63,40.725,43.44,46.155,44.345,44.345,46.155,47.06,44.345,46.155,45.25,47.06,47.06,48.87,47.965
03/09/2017,47.06,48.87,48.87,49.775,49.775,49.775,49.775,47.06,48.87,47.965,47.965,45.25,47.965,45.25,44.345,46.155,43.44,47.06,44.345,48.87,47.965,47.06,48.87,44.345,43.44
04/09/2017,46.155,44.345,46.155,47.06,47.06,42.535,45.25,40.725,47.965,61.54,66.065,77.83,80.545,81.45,81.45,76.925,76.02,66.065,61.54,54.3,47.965,47.06,47.06,47.965,47.965
05/09/2017,49.775,46.155,48.87,47.965,47.965,48.87,47.965,45.25,53.395,65.16,74.21,73.305,74.21,79.64,80.545,80.545,78.735,74.21,60.635,57.015,52.49,49.775,47.965,46.155,47.965
06/09/2017,47.06,47.965,47.06,47.06,47.06,47.06,46.155,44.345,51.585,64.255,73.305,73.305,76.925,74.21,77.83,71.495,68.78,67.875,57.015,56.11,55.205,47.06,49.775,48.87,49.775
07/09/2017,49.775,49.775,49.775,48.87,49.775,50.68,48.87,46.155,56.11,66.065,73.305,76.02,68.78,74.21,77.83,78.735,77.83,73.305,62.445,56.11,55.205,53.395,51.585,51.585,47.965
08/09/2017,49.775,48.87,46.155,48.87,47.965,47.965,48.87,47.965,57.015,64.255,72.4,73.305,84.165,76.925,84.165,84.165,75.115,70.59,66.065,63.35,52.49,54.3,55.205,52.49,50.68
09/09/2017,49.775,48.87,49.775,47.965,47.965,48.87,48.87,47.06,49.775,48.87,48.87,46.155,46.155,51.585,46.155,48.87,47.06,47.965,43.44,48.87,49.775,47.965,48.87,48.87,48.87
10/09/2017,48.87,48.87,48.87,49.775,49.775,48.87,47.965,47.06,46.155,47.06,47.06,47.965,47.965,48.87,47.965,47.965,48.87,48.87,48.87,47.06,48.87,49.775,50.68,48.87,47.965
11/09/2017,47.965,47.965,47.06,47.965,47.06,47.965,47.965,44.345,57.015,61.54,66.97,64.255,70.59,73.305,70.59,74.21,69.685,66.065,60.635,47.965,45.25,47.965,49.775,51.585,47.965
12/09/2017,46.155,46.155,47.06,47.965,45.25,47.965,45.25,41.63,58.825,57.92,68.78,66.97,74.21,68.78,78.735,76.02,76.925,70.59,62.445,44.345,47.965,42.535,45.25,45.25,47.06
13/09/2017,46.155,46.155,41.63,45.25,42.535,44.345,43.44,43.44,52.49,54.3,69.685,66.97,75.115,77.83,74.21,71.495,69.685,72.4,62.445,51.585,50.68,49.775,49.775,47.965,47.06
14/09/2017,47.965,48.87,47.965,48.87,47.965,47.965,48.87,45.25,54.3,70.59,78.735,76.925,76.02,75.115,76.02,79.64,76.02,73.305,58.825,53.395,49.775,47.06,45.25,44.345,46.155
15/09/2017,46.155,44.345,45.25,44.345,45.25,45.25,45.25,44.345,48.87,72.4,74.21,77.83,76.925,79.64,76.02,74.21,75.115,69.685,59.73,49.775,48.87,47.965,47.965,47.965,46.155
16/09/2017,47.06,47.06,47.06,47.06,46.155,47.06,47.965,45.25,43.44,45.25,46.155,45.25,45.25,44.345,47.965,45.25,46.155,46.155,46.155,47.06,47.06,47.06,46.155,47.06,47.06
17/09/2017,46.155,46.155,46.155,46.155,47.06,46.155,47.06,45.25,45.25,44.345,45.25,45.25,46.155,46.155,46.155,47.06,46.155,46.155,46.155,47.06,47.06,47.965,47.06,48.87,47.06
18/09/2017,47.06,46.155,47.06,47.06,46.155,47.06,46.155,44.345,53.395,63.35,78.735,79.64,78.735,81.45,88.69,82.355,77.83,76.02,70.59,51.585,50.68,47.965,49.775,47.965,47.06
19/09/2017,49.775,48.87,48.87,48.87,48.87,47.965,47.965,46.155,55.205,65.16,82.355,72.4,71.495,77.83,76.925,78.735,83.26,77.83,71.495,63.35,56.11,48.87,47.06,47.965,49.775
20/09/2017,48.87,47.965,49.775,47.06,50.68,47.965,47.965,47.06,56.11,63.35,72.4,72.4,77.83,77.83,77.83,81.45,75.115,73.305,65.16,54.3,47.965,41.63,47.06,42.535,47.965
21/09/2017,46.155,44.345,47.06,44.345,45.25,47.06,41.63,46.155,52.49,63.35,67.875,71.495,74.21,71.495,77.83,73.305,74.21,69.685,59.73,56.11,49.775,47.965,44.345,48.87,47.06
22/09/2017,49.775,48.87,49.775,48.87,50.68,49.775,47.06,49.775,57.92,58.825,75.115,74.21,70.59,72.4,70.59,66.97,66.97,63.35,58.825,50.68,47.06,48.87,47.06,47.965,47.06
23/09/2017,47.965,47.06,47.06,47.06,47.965,49.775,48.87,47.965,47.06,47.965,47.965,47.965,47.06,49.775,45.25,48.87,47.965,47.06,46.155,44.345,48.87,47.06,47.965,47.965,46.155
24/09/2017,48.87,48.87,47.06,47.06,47.06,48.87,49.775,47.06,47.06,46.155,47.06,47.965,44.345,50.68,48.87,53.395,47.965,49.775,52.49,47.965,46.155,47.965,45.25,46.155,46.155
25/09/2017,45.25,46.155,46.155,47.965,46.155,44.345,45.25,44.345,56.11,63.35,68.78,72.4,72.4,78.735,74.21,76.02,73.305,71.495,57.92,54.3,47.965,47.06,42.535,42.535,43.44
26/09/2017,42.535,45.25,43.44,43.44,43.44,42.535,43.44,44.345,51.585,61.54,70.59,69.685,75.115,78.735,77.83,80.545,78.735,76.925,69.685,55.205,50.68,47.965,50.68,50.68,50.68
27/09/2017,51.585,50.68,50.68,49.775,51.585,50.68,50.68,49.775,57.92,66.065,76.925,76.02,83.26,75.115,79.64,77.83,76.925,71.495,70.59,62.445,57.015,53.395,50.68,49.775,50.68
28/09/2017,49.775,49.775,49.775,49.775,50.68,50.68,47.965,47.965,54.3,69.685,73.305,75.115,72.4,74.21,76.925,81.45,75.115,70.59,57.92,47.965,54.3,49.775,48.87,49.775,48.87
29/09/2017,49.775,47.965,47.06,47.06,45.25,43.44,47.965,44.345,51.585,61.54,32.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/09/2017,48.87,47.965,47.06,47.965,47.965,47.06,47.965,48.87,47.06,47.965,47.06,47.06,48.87,44.345,48.87,44.345,47.965,47.06,41.63,47.965,44.345,49.775,47.06,47.965,48.87
01/10/2017,48.87,47.965,47.06,48.87,48.87,48.87,47.965,50.68,42.535,47.965,47.06,48.87,46.155,47.965,48.87,47.06,44.345,48.87,45.25,52.49,47.965,50.68,46.155,50.68,47.965
02/10/2017,48.87,49.775,48.87,47.06,45.25,46.155,47.965,45.25,51.585,63.35,75.115,77.83,76.925,74.21,75.115,77.83,75.115,76.02,65.16,55.205,48.87,50.68,50.68,50.68,49.775
03/10/2017,50.68,49.775,48.87,48.87,49.775,50.68,50.68,47.965,54.3,70.59,78.735,76.02,77.83,69.685,73.305,76.02,75.115,67.875,61.54,53.395,47.965,42.535,42.535,41.63,41.63
04/10/2017,42.535,42.535,42.535,47.965,47.965,47.06,48.87,40.725,46.155,63.35,74.21,68.78,73.305,76.925,76.925,80.545,81.45,70.59,64.255,51.585,51.585,51.585,51.585,50.68,49.775
05/10/2017,48.87,49.775,47.965,49.775,49.775,49.775,48.87,48.87,54.3,69.685,77.83,76.02,71.495,75.115,80.545,80.545,74.21,69.685,62.445,57.015,40.725,39.82,39.82,40.725,45.25
06/10/2017,45.25,46.155,45.25,44.345,45.25,46.155,40.725,42.535,51.585,67.875,66.065,70.59,67.875,67.875,71.495,73.305,75.115,69.685,62.445,64.255,52.49,52.49,53.395,50.68,47.965
07/10/2017,47.06,47.965,47.06,47.965,47.965,47.06,47.965,49.775,46.155,45.25,45.25,48.87,48.87,44.345,47.965,47.06,46.155,42.535,47.06,48.87,44.345,47.06,47.965,47.965,46.155
08/10/2017,47.965,47.06,46.155,46.155,47.06,47.965,48.87,49.775,44.345,46.155,46.155,45.25,47.965,45.25,47.06,47.06,47.965,44.345,50.68,52.49,45.25,49.775,48.87,48.87,47.965
09/10/2017,47.965,48.87,47.965,48.87,49.775,49.775,47.06,48.87,60.635,62.445,76.02,79.64,77.83,79.64,77.83,79.64,77.83,74.21,68.78,59.73,50.68,45.25,47.06,46.155,47.965
